Pavarde       Vardas       Galutinis-vidurkis  Galutinis-mediana  Kategorija  
Pavarde5073   Vardas5073   2.36                2.60               vargsiukas  
Pavarde5074   Vardas5074   3.08                3.00               vargsiukas  
Pavarde5075   Vardas5075   5.52                5.60               kietiakas   
Pavarde5076   Vardas5076   7.04                6.40               kietiakas   
Pavarde5077   Vardas5077   6.84                7.80               kietiakas   
Pavarde5078   Vardas5078   7.12                7.20               kietiakas   
Pavarde5079   Vardas5079   7.40                7.40               kietiakas   
Pavarde508    Vardas508    6.08                6.40               kietiakas   
Pavarde5080   Vardas5080   4.20                4.60               vargsiukas  
Pavarde5081   Vardas5081   7.44                7.20               kietiakas   
Pavarde5082   Vardas5082   5.04                5.60               kietiakas   
Pavarde5083   Vardas5083   5.76                5.60               kietiakas   
Pavarde5084   Vardas5084   5.20                5.20               kietiakas   
Pavarde5085   Vardas5085   2.84                2.60               vargsiukas  
Pavarde5086   Vardas5086   3.72                4.60               vargsiukas  
Pavarde5087   Vardas5087   5.76                5.20               kietiakas   
Pavarde5088   Vardas5088   4.72                4.00               vargsiukas  
Pavarde5089   Vardas5089   5.56                5.80               kietiakas   
Pavarde509    Vardas509    2.68                3.00               vargsiukas  
Pavarde5090   Vardas5090   5.52                6.00               kietiakas   
Pavarde5091   Vardas5091   3.72                3.80               vargsiukas  
Pavarde5092   Vardas5092   5.68                5.20               kietiakas   
Pavarde5093   Vardas5093   6.24                5.60               kietiakas   
Pavarde5094   Vardas5094   8.28                9.00               kietiakas   
Pavarde5095   Vardas5095   5.88                5.80               kietiakas   
Pavarde5096   Vardas5096   5.40                6.20               kietiakas   
Pavarde5097   Vardas5097   4.76                5.00               vargsiukas  
Pavarde5098   Vardas5098   5.76                5.20               kietiakas   
Pavarde5099   Vardas5099   5.36                5.20               kietiakas   
Pavarde51     Vardas51     6.60                7.00               kietiakas   
Pavarde510    Vardas510    4.76                5.40               vargsiukas  
Pavarde5100   Vardas5100   8.04                8.20               kietiakas   
Pavarde5101   Vardas5101   8.96                9.20               kietiakas   
Pavarde5102   Vardas5102   2.76                3.00               vargsiukas  
Pavarde5103   Vardas5103   4.48                4.40               vargsiukas  
Pavarde5104   Vardas5104   3.84                4.40               vargsiukas  
Pavarde5105   Vardas5105   4.52                4.20               vargsiukas  
Pavarde5106   Vardas5106   4.48                4.80               vargsiukas  
Pavarde5107   Vardas5107   3.88                4.60               vargsiukas  
Pavarde5108   Vardas5108   5.68                5.60               kietiakas   
Pavarde5109   Vardas5109   6.24                5.20               kietiakas   
Pavarde511    Vardas511    3.56                3.80               vargsiukas  
Pavarde5110   Vardas5110   4.60                3.80               vargsiukas  
Pavarde5111   Vardas5111   5.56                6.20               kietiakas   
Pavarde5112   Vardas5112   2.68                2.20               vargsiukas  
Pavarde5113   Vardas5113   8.36                9.00               kietiakas   
Pavarde5114   Vardas5114   3.52                3.20               vargsiukas  
Pavarde5115   Vardas5115   5.44                5.20               kietiakas   
Pavarde5116   Vardas5116   4.92                5.00               vargsiukas  
Pavarde5117   Vardas5117   7.64                7.80               kietiakas   
Pavarde5118   Vardas5118   7.72                7.40               kietiakas   
Pavarde5119   Vardas5119   3.44                4.00               vargsiukas  
Pavarde512    Vardas512    3.92                4.00               vargsiukas  
Pavarde5120   Vardas5120   5.16                5.40               kietiakas   
Pavarde5121   Vardas5121   7.92                8.40               kietiakas   
Pavarde5122   Vardas5122   2.96                2.00               vargsiukas  
Pavarde5123   Vardas5123   8.28                8.60               kietiakas   
Pavarde5124   Vardas5124   3.88                3.00               vargsiukas  
Pavarde5125   Vardas5125   7.52                7.20               kietiakas   
Pavarde5126   Vardas5126   3.60                3.60               vargsiukas  
Pavarde5127   Vardas5127   6.48                6.00               kietiakas   
Pavarde5128   Vardas5128   7.68                8.80               kietiakas   
Pavarde5129   Vardas5129   7.12                6.80               kietiakas   
Pavarde513    Vardas513    4.84                5.00               vargsiukas  
Pavarde5130   Vardas5130   2.52                2.20               vargsiukas  
Pavarde5131   Vardas5131   5.36                6.00               kietiakas   
Pavarde5132   Vardas5132   8.72                9.20               kietiakas   
Pavarde5133   Vardas5133   5.12                4.80               kietiakas   
Pavarde5134   Vardas5134   5.08                4.60               kietiakas   
Pavarde5135   Vardas5135   6.44                6.60               kietiakas   
Pavarde5136   Vardas5136   7.04                7.60               kietiakas   
Pavarde5137   Vardas5137   5.96                5.80               kietiakas   
Pavarde5138   Vardas5138   4.48                4.80               vargsiukas  
Pavarde5139   Vardas5139   4.80                4.80               vargsiukas  
Pavarde514    Vardas514    6.20                6.20               kietiakas   
Pavarde5140   Vardas5140   4.28                4.20               vargsiukas  
Pavarde5141   Vardas5141   4.80                5.20               vargsiukas  
Pavarde5142   Vardas5142   5.32                5.40               kietiakas   
Pavarde5143   Vardas5143   7.92                8.00               kietiakas   
Pavarde5144   Vardas5144   6.44                6.60               kietiakas   
Pavarde5145   Vardas5145   3.92                4.00               vargsiukas  
Pavarde5146   Vardas5146   3.36                3.20               vargsiukas  
Pavarde5147   Vardas5147   3.40                3.40               vargsiukas  
Pavarde5148   Vardas5148   2.68                3.40               vargsiukas  
Pavarde5149   Vardas5149   4.04                3.80               vargsiukas  
Pavarde515    Vardas515    3.56                3.00               vargsiukas  
Pavarde5150   Vardas5150   8.32                8.00               kietiakas   
Pavarde5151   Vardas5151   6.88                6.80               kietiakas   
Pavarde5152   Vardas5152   6.72                5.60               kietiakas   
Pavarde5153   Vardas5153   6.12                5.80               kietiakas   
Pavarde5154   Vardas5154   4.48                4.40               vargsiukas  
Pavarde5155   Vardas5155   4.44                4.60               vargsiukas  
Pavarde5156   Vardas5156   4.08                4.40               vargsiukas  
Pavarde5157   Vardas5157   5.56                5.40               kietiakas   
Pavarde5158   Vardas5158   6.52                6.60               kietiakas   
Pavarde5159   Vardas5159   2.80                2.40               vargsiukas  
Pavarde516    Vardas516    6.36                6.60               kietiakas   
Pavarde5160   Vardas5160   5.32                5.00               kietiakas   
Pavarde5161   Vardas5161   4.16                4.80               vargsiukas  
Pavarde5162   Vardas5162   3.88                4.20               vargsiukas  
Pavarde5163   Vardas5163   5.56                5.80               kietiakas   
Pavarde5164   Vardas5164   3.64                3.80               vargsiukas  
Pavarde5165   Vardas5165   6.28                5.80               kietiakas   
Pavarde5166   Vardas5166   5.12                4.80               kietiakas   
Pavarde5167   Vardas5167   3.20                3.20               vargsiukas  
Pavarde5168   Vardas5168   4.00                4.40               vargsiukas  
Pavarde5169   Vardas5169   2.48                2.00               vargsiukas  
Pavarde517    Vardas517    5.92                6.40               kietiakas   
Pavarde5170   Vardas5170   7.36                7.20               kietiakas   
